Topic,Count,Name,Representation,Representative_Docs
141,59,141_argentina_peso_milei_argentine,"['argentina', 'peso', 'milei', 'argentine', '20 billion', 'chile', '20b', 'imf', 'new imf', 'ypf']","['Argentina Investors Cheer Milei Victory, Brace for Peso Selloff', 'Exclusive: Elizabeth Warren Warns Banks Against Lending $20 Billion to Argentina', 'Elizabeth Warren Warns Banks Against Lending $20 Billion To Argentina']"
142,58,142_survey finds_survey_finds_business leaders,"['survey finds', 'survey', 'finds', 'business leaders', 'small', 'small business', 'holiday season', 'optimistic', 'holiday', 'leaders']","['Australian Business Leaders Remain Optimistic About Growth While Battling Inflation Challenges, Second Annual __COMPANY__ Survey Finds', 'New Union Bank Survey Finds U.S. Consumers Willing to Spend More to Support Small Businesses This Holiday Season, But Also Just as Likely to Shop at Large Retailers', 'New Union Bank Survey Finds U.S. Consumers Willing to Spend More to Support Small Businesses This Holiday Season']"
143,58,143_horizon_13 4b_4b_acquisition horizon,"['horizon', '13 4b', '4b', 'acquisition horizon', '13', 'brick', 'deal horizon', 'fhn', 'horizon deal', 'deal']","[""__TICKER__ -First Horizon extend 'outside date' for $13.4B proposed merger"", ""__TICKER__ 's $13.4B acquisition of First Horizon faces delayed closing"", ""What __TICKER__ Bank's $13.4B deal with First Horizon could mean for Charlotte operations""]"
144,57,144_spurs_warriors_nba_lakers,"['spurs', 'warriors', 'nba', 'lakers', 'clippers', 'wizards', 'rockets', 'wembanyama', 'nba roundup', 'mavs']","['Victor Wembanyama stands tall, Spurs top Bucks', 'NBA roundup: Lakers lose, Clippers win in return to action', ""Victor Wembanyama's late surge helps Spurs top Pelicans""]"
145,57,145_research reports_stock reports_analyst reports_reports,"['research reports', 'stock reports', 'analyst reports', 'reports', 'research', 'reports chase', 'amp', 'reports apple', 'reports nvidia', 'salesforce amp']","['Top Research Reports for Apple, Oracle &amp; __COMPANY__', 'Top Research Reports for __COMPANY__ Chase, Netflix &amp; AbbVie', 'Top Research Reports for NVIDIA, Netflix &amp; __COMPANY__']"
146,57,146_financial advisor_private wealth_joins_advisor,"['financial advisor', 'private wealth', 'joins', 'advisor', 'joins financial', 'joins private', 'york city', 'ca financial', 'join', 'wealth management']","['Jin Hu Joins __TICKER__ as a Financial Advisor in New York City', 'Daniel Gray Joins __TICKER__ Private Wealth Management as a Financial Advisor in Los Angeles, CA', 'Financial Advisor Michael Rubenstein Joins __TICKER__ Private Wealth Management']"
147,56,147_gold_project_meters_metres,"['gold', 'project', 'meters', 'metres', 'gold project', 'metals', 'drilling', 'high grade', 'copper', 'grade']","['Osisko Development Intercepts 57.29 g/t Gold Over 3.05 Meters, 625.95 g/t Gold Over 0.5 Meters and 15.26 g/t Gold Over 4.4 Meters in Lowhee Infill Drilling at Cariboo Gold Project', 'White Gold Corp. Files Technical Report Demonstrating Significant 44% Increase in Indicated Resources to 1,732,300 oz Gold (35.2 million tonnes grading 1.53 g/t) and 13.4% Increase in Inferred Resources to 1,265,900 oz Gold (32.2 million tonnes grading 1.22 g/t) at its Flagship White Gold Project, Yukon, Canada', 'White Gold Corp. Announces 44% Increase in Indicated Resources to 1,732,300 oz Gold and 13.4% Increase in Inferred Resources to 1,265,900 oz Gold at its Flagship White Gold Project, Yukon, Canada']"
148,56,148_q3_beats estimates_earnings beat_beat,"['q3', 'beats estimates', 'earnings beat', 'beat', 'estimates', 'q4', 'q4 profit', 'profit', 'profit increases', 'q1 profit']","['__COMPANY__ Q3 profit beats estimates with 40% profit jump, raises income outlook', 'The __COMPANY__ Corp. Q2 Profit Increases, Beats Estimates', '__COMPANY__ Q4 Profit Increases, Beats Estimates']"
149,56,149_twitter_musk_elon musk_elon,"['twitter', 'musk', 'elon musk', 'elon', 'musk twitter', 'twitter deal', 'billion twitter', 'musk tweets', 'tweets', 'twitter bid']","[""Elon Musk Twitter bid 'completely unserious': Legal expert"", 'A Timeline of How Elon Musk Became Twitter’s Most Influential Investor', 'Elon Musk’s Twitter deal rewards risk-taking at __COMPANY__']"
150,56,150_publishes_annual report_srep_annual general,"['publishes', 'annual report', 'srep', 'annual general', 'general meeting', 'annual', 'transparency', 'wide transparency', 'transparency exercise', 'notification']","['__TICKER__ reports outcome of 2021 EU-wide Transparency Exercise and Risk Assessment Report', '__TICKER__ publishes agenda for the Annual General Meeting of __TICKER__ Group AG on 5 April 2023 (Ad hoc announcement pursuant to Article 53 of the SIX Exchange Regulation Listing Rules)', '__TICKER__ publishes agenda for the Annual General Meeting of __TICKER__ Group AG on 6 April 2022']"
151,56,151_preferred stock_declares_stock dividends_preferred,"['preferred stock', 'declares', 'stock dividends', 'preferred', 'dividends', 'declares preferred', 'dividends declares', 'cumulative perpetual', 'perpetual preferred', 'declares dividends']","['__COMPANY__ Declares Preferred Stock Dividends for First Quarter 2023', '__COMPANY__ Declares Preferred Stock Dividends for Third Quarter 2023', '__COMPANY__ Declares Preferred Stock Dividends']"
152,56,152_ib_aid_earnings ib_hurt,"['ib', 'aid', 'earnings ib', 'hurt', 'ib hurt', 'trading aid', 'rates aid', 'higher rates', 'aid q4', 'trading']","['Higher Rates, Trading to Aid __COMPANY__ __TICKER__ Q4 Earnings, IB to Hurt', 'Trading to Aid __COMPANY__ __TICKER__ Q1 Earnings, IB to Hurt', ""Trading to Aid __COMPANY__ 's __TICKER__ Q4 Earnings, IB to Hurt""]"
153,56,153_gorman_james gorman_ted pick_ted,"['gorman', 'james gorman', 'ted pick', 'ted', 'james', 'pick', 'ceo gorman', 'ceo ted', 'gorman step', 'new ceo']","['__COMPANY__ chooses Ted Pick to replace James Gorman as CEO', 'UPDATE 3- __COMPANY__ says Ted Pick to replace James Gorman as CEO', '__COMPANY__ says Ted Pick to replace James Gorman as CEO']"
154,56,154_equities traded_traded american_depositary receipts_american depositary,"['equities traded', 'traded american', 'depositary receipts', 'american depositary', 'traded', 'trading european', 'european equities', 'receipts', 'equities', 'depositary']","['European Equities Traded in the US as American Depositary Receipts Edge Lower in Friday Trading', 'European Equities Traded in the US as American Depositary Receipts Rise in Wednesday Trading', 'European Equities Traded in the US as American Depositary Receipts Lower in Friday Trading']"
155,55,155_women_black women_black_million black,"['women', 'black women', 'black', 'million black', 'racial', 'initiative', 'racial equity', 'women announces', 'advance racial', 'philanthropic']","['__COMPANY__ Announces First Round Of Capital Investments and Philanthropic Grants to 1 Million Black Women', '__COMPANY__ One Million Black Women Announces Partnership With Echoing Green to Invest in Black Women Social Entrepreneurs and Accelerate Change', '__COMPANY__ Announces First Round of Capital Investments and Philanthropic Grants for One Million Black Women Initiative']"
156,55,156_esg_esg funds_new esg_securities lending,"['esg', 'esg funds', 'new esg', 'securities lending', 'following esg', 'investments policies', 'esg data', 'esg ratings', 'management following', 'managers esg']","['UPDATE 1-SEC charges __COMPANY__ Asset Management with not following ESG investments policies', 'US Republicans widen challenge to fund managers on ESG', 'SEC charges __COMPANY__ Asset Management with not following ESG investments policies']"
157,55,157_bragar eagel_bragar_squire_eagel,"['bragar eagel', 'bragar', 'squire', 'eagel', 'investors contact', 'firm bragar', 'contact firm', 'encourages investors', 'contact', 'squire reminds']","['Bragar Eagel &amp; Squire, P. __TICKER__ . Reminds Investors That Class Action Lawsuits Have Been Filed Against Yatsen, __COMPANY__ , and Warner Bros. and Encourages Investors to Contact the Firm', 'Bragar Eagel & Squire, P. __TICKER__ . Reminds Investors That Class Action Lawsuits Have Been Filed Against Carnival Corporation and __COMPANY__ and Encourages Investors to Contact the Firm', 'Bragar Eagel & Squire, P. __TICKER__ . Reminds Investors That Class Action Lawsuits Have Been Filed Against Verrica Pharmaceuticals and __COMPANY__ and Encourages Investors to Contact the Firm']"
158,55,158_wall st_st_stocks wall_st ends,"['wall st', 'st', 'stocks wall', 'st ends', 'wall', 'earnings stocks', 'st slips', 'st set', 'cues', 'cues stocks']","['US STOCKS-Wall St edges up; investors await earnings, Fed cues', 'US STOCKS-Wall St slips as investors await earnings, Fed cues', 'US STOCKS-Wall St ends higher; investors await earnings, Fed cues']"
159,54,159_asian stocks_asian_asia stocks_asian currencies,"['asian stocks', 'asian', 'asia stocks', 'asian currencies', 'markets wrap', 'wrap', 'asia', 'wrap asian', 'currencies', 'stocks drop']","['Asian Stocks Edge Higher in Thin Holiday Trading: Markets Wrap', 'Asian Stocks Drop After US Selloff, Dollar Steady: Markets Wrap', 'Asian Stocks Up, but Inflation Concerns Remain']"
160,52,160_bdc gsbd_gsbd_bdc_know bdc,"['bdc gsbd', 'gsbd', 'bdc', 'know bdc', 'estimates bdc', 'gsbd stock', 'know', 'gsbd rises', 'facts', 'stock bdc']","['__COMPANY__ BDC (GSBD) Beats Q3 Earnings and Revenue Estimates', '__COMPANY__ BDC (GSBD) Stock Moves -0.13%: What You Should Know', '__COMPANY__ BDC (GSBD) Beats Q2 Earnings Estimates']"
161,52,161_places_retire_places retire_best places,"['places', 'retire', 'places retire', 'best places', '15 best', 'live social', 'cities retire', 'couple live', 'social security', '15']","['15 Best Places to Retire in The World On Social Security', '15 Best Places to Retire in Japan', '15 Best Places to Retire Around the World']"
162,52,162_comments euro_euro_comments_poland zloty,"['comments euro', 'euro', 'comments', 'poland zloty', 'zloty', 'koruna', 'republic koruna', 'czech republic', 'czech', 'poland']","[""__TICKER__ Comments on Euro, Hungary's Forint, Poland's Zloty, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Poland's Zloty, Hungary's Forint, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Hungary's Forint, Poland's Zloty, Czech Republic's Koruna""]"
163,51,163_recession_ceo_soft landing_landing,"['recession', 'ceo', 'soft landing', 'landing', 'ceo says', 'ceo sees', 'soft', 'landing ceo', 'recession ceo', 'resilient']","['__COMPANY__ CEO: ‘The American consumer is very resilient’', 'Fed would struggle to achieve soft landing, __COMPANY__ CEO warns', ""__COMPANY__ CEO Sees a Soft Landing for the Economy. Consumers Are 'Still in the Game.'""]"
164,51,164_inflation_says inflation_transitory_inflation transitory,"['inflation', 'says inflation', 'transitory', 'inflation transitory', 'strategist says', 'strategist', 'economist', 'signs inflation', 'transitory survey', '2026 inflation']","['Inflation Reduction Act won’t have ‘big effects on either growth or inflation’: Economist', '72% of fund managers say inflation is transitory: __COMPANY__ survey', '72% say inflation is transitory: __COMPANY__ survey']"
165,51,165_saudi_dubai_saudi arabia_arabia,"['saudi', 'dubai', 'saudi arabia', 'arabia', 'uae', 'riyadh', 'expands dubai', 'private banking', 'hq', 'gulf']","['__COMPANY__ Mellon Obtains Regional Headquarters License in Saudi Arabia', '__COMPANY__ Hires __COMPANY__ Banker for Saudi Arabia Coverage Role', '__COMPANY__ Claws Its Way Back Into Saudi Arabia']"
166,51,166_bonus_bonuses_bonus pool_pool,"['bonus', 'bonuses', 'bonus pool', 'pool', 'bonus cap', 'banker bonus', 'banker bonuses', 'bankers', 'banker', 'return bonuses']","['UPDATE 2- __COMPANY__ investment bank bonus pool down less than 10% - source', '__COMPANY__ investment bank bonus pool down less than 10% - source', '__COMPANY__ to increase bonus pool for employees']"
167,50,167_bank stock_best bank_according analysts_european bank,"['bank stock', 'best bank', 'according analysts', 'european bank', 'according', 'best european', 'buy according', 'according billionaires', 'buy 2025', 'stock buy']","['Is __TICKER__ Holdings plc __TICKER__ the Best European Bank Stock to Buy According to Analysts?', 'Is __COMPANY__ PLC __TICKER__ the Best European Bank Stock to Buy According to Analysts?', 'Is Banco __COMPANY__ , S.A. __TICKER__ the Best European Bank Stock to Buy According to Analysts?']"
168,50,168_mortgage_mortgage business_hundreds mortgage_mortgages,"['mortgage', 'mortgage business', 'hundreds mortgage', 'mortgages', 'servicing', 'mortgage servicing', 'commercial mortgage', 'trimont', 'servicing business', 'hundreds']","['__COMPANY__ Enters into Agreement with Trimont to Sell the Non-Agency Third-Party Servicing Segment of its Commercial Mortgage Servicing Business', '__COMPANY__ Divesting Non-Agency Third-Party Commercial Mortgage Servicing Business to Trimont', '__COMPANY__ to sell its non-agency third-party Commercial Mortgage Servicing business to Trimont']"
169,50,169_messaging_whatsapp_apps_messaging apps,"['messaging', 'whatsapp', 'apps', 'messaging apps', 'fines', 'use', 'banned messaging', 'apps wall', 'use banned', 'messaging breaches']","['Wall Street to Pay $1.8 Billion in Fines Over Traders’ Use of Banned Messaging Apps', '__COMPANY__ Fined $200 Million Over Employees’ Use of WhatsApp and Other Messaging Apps', 'Biggest Banks Nearing $1 Billion Settlement Over Traders’ Use of WhatsApp, Other Banned Messaging Apps']"
170,49,170_prime_prime rate_increases prime_raises prime,"['prime', 'prime rate', 'increases prime', 'raises prime', 'percent', 'bank increases', 'prime lending', 'decreases prime', 'percent bank', 'rate 00']","['__COMPANY__ Bank Increases Prime Rate to 4.00 Percent', '__COMPANY__ Bank Increases Prime Rate to 8.00 Percent', '__COMPANY__ Bank Increases Prime Rate to 7.00 Percent']"
171,49,171_voting rights_voting_rights_amp voting,"['voting rights', 'voting', 'rights', 'amp voting', 'shares amp', 'rights 31', 'rights 30', '31', 'shares voting', '2022 shares']","['__COMPANY__ : shares &amp; voting rights as of 31 May 2022', '__COMPANY__ : shares &amp; voting rights as of 31 May 2024', '__COMPANY__ : shares &amp; voting rights as of 31 May 2025']"
172,49,172_chase reports_results chase_chase_financial results,"['chase reports', 'results chase', 'chase', 'financial results', 'expectations chase', 'expect chase', 'chase publishes', 'report including', 'including chairman', 'ceo letter']","['__COMPANY__ Chase Reports Third-Quarter 2025 Financial Results', '__COMPANY__ Chase Reports First-Quarter 2021 Financial Results', '__COMPANY__ Chase Reports Third-Quarter 2021 Financial Results']"
173,49,173_card_credit card_sapphire reserve_sapphire,"['card', 'credit card', 'sapphire reserve', 'sapphire', 'rewards', 'annual fee', 'cards', 'bonvoy', 'marriott bonvoy', 'platinum']","['__COMPANY__ Chase unveils new Sapphire Reserve card perks and $795 annual fee', 'Chase and Southwest Airlines® Introduce New Benefits on Southwest Rapid Rewards® Credit Cards', ""Chase's $795 Sapphire Reserve card signals a shift in the credit card perk wars""]"
174,48,174_minimum_wage_minimum wage_hourly,"['minimum', 'wage', 'minimum wage', 'hourly', 'minimum hourly', 'hourly wage', 'raises minimum', '25 2025', 'hour', 'wage 25']","['__COMPANY__ raises U.S. minimum hourly wage to $21', '__COMPANY__ to raise U.S. minimum hourly wage to $25 by 2025', '__COMPANY__ to Raise U.S. Minimum Hourly Wage to $25 by 2025']"
175,47,175_rupee_record low_indian rupee_rupee ends,"['rupee', 'record low', 'indian rupee', 'rupee ends', 'rbi', 'low', 'indian', 'inflows', 'modest inflows', 'rupee hits']","['Rupee hits record low on feeble foreign flows, drawing RBI to defend 90 level', 'Indian rupee, government bonds to track RBI decision', 'RBI Intervention Seen Averting Record Low for Rupee Before G-20']"
176,47,176_warner_netflix_warner bros_bros,"['warner', 'netflix', 'warner bros', 'bros', 'paramount', 'discovery', 'bros discovery', 'streaming', 'bid', 'disney']","['Paramount Skydance ups the stakes for Warner Bros. Discovery with hostile bid - update', 'Is the Netflix Deal to Buy Warner Bros. Already in Trouble?', 'Warner Bros. Discovery Stock Is Worth Watching']"
177,47,177_homebuyers_housing_bank survey_housing market,"['homebuyers', 'housing', 'bank survey', 'housing market', 'home', 'homeowners', 'time homebuyers', 'prospective', 'homebuilder sentiment', 'survey']","['First-time Homebuyers See Now as a Good Time to Buy Despite Market Uncertainty, __TICKER__ Bank Survey Finds', 'Nearly 75 Percent of First-time Homebuyers are Optimistic about the Current Housing Market, __TICKER__ Bank Survey Finds', 'First-time Homebuyers Daunted by Competitive Housing Market and Rising Home Prices but Lack Preparation, __TICKER__ Bank Survey Finds']"
178,47,178_indonesia_pmi shows_pmi_thai,"['indonesia', 'pmi shows', 'pmi', 'thai', 'thailand', 'sri lanka', 'lanka', 'sri', 'india', 'rupiah']","['Growth in India services sector slows to more than 2-year low in Jan, PMI shows', 'India business activity extends robust growth streak in August, PMI shows', 'India services growth hits 11-month high in July on stronger exports, PMI shows']"
179,47,179_regulators_rules_capital rules_capital requirements,"['regulators', 'rules', 'capital rules', 'capital requirements', 'requirements', 'capital', 'bank capital', 'rule', 'capital rule', 'leverage']","['The Fed backpedals—and unveils a scaled-back proposal for bank capital requirements', ""Market Chatter: Senator Warren Criticizes Regulators' Potential Leverage Rule Changes for Banks"", ""Update: Market Chatter: Senator Warren Criticizes Regulators' Potential Leverage Rule Changes for Banks""]"
180,47,180_asia_asia expansion_asia hiring_focus asia,"['asia', 'asia expansion', 'asia hiring', 'focus asia', 'middle east', 'asia middle', 'asia wealth', 'east', 'middle', 'asian']","['__COMPANY__ Targets Asia, Middle East for Wealth Ambitions', 'Update: Market Chatter: __TICKER__ Ups Scrutiny of Asia Clients Following 2023 Singapore Scandal', 'Market Chatter: __TICKER__ Ups Scrutiny of Asia Clients Following 2023 Singapore Scandal']"
181,47,181_option activity_activity_option_noteworthy,"['option activity', 'activity', 'option', 'noteworthy', 'notable', 'wednesday option', 'tuesday option', 'friday option', 'monday option', 'notable tuesday']","['Noteworthy Friday Option Activity: UNH, CRWD, __TICKER__', 'Noteworthy Friday Option Activity: __TICKER__ , CVS, GE', 'Notable Tuesday Option Activity: __TICKER__ , NOW, CEG']"
182,46,182_payment_payments_real time_dandelion,"['payment', 'payments', 'real time', 'dandelion', 'mellon', 'payment solutions', 'solutions', 'payment platform', 'global payment', 'collaborate']","[""__COMPANY__ , Euronet's Dandelion collaborate for cross-border payment capabilities"", '__COMPANY__ and Dandelion Collaborate to Transform Cross-Border Payments, Enabling Full Value, Near-Instant Payments into Digital Wallets Across the Globe', 'UnionPay Hosts Global Partners Conference 2025 - Innovations in Open Payments: Sharing Success in Payment Connectivity, Building a Connected Global Payment Network with the New Four-Party Model']"
183,46,183_archegos_nomura_archegos collapse_hit archegos,"['archegos', 'nomura', 'archegos collapse', 'hit archegos', 'archegos loss', 'archegos related', 'million archegos', 'sped', 'archegos losses', 'losses archegos']","[""__COMPANY__ 's role in Archegos collapse sped up block trade probes"", 'UPDATE 4- __COMPANY__ reveals $911 million Archegos loss as net profit jumps', '__COMPANY__ reveals $911 million Archegos loss as net profit jumps']"
184,46,184_branches_close_branch_philadelphia area,"['branches', 'close', 'branch', 'philadelphia area', 'area branches', 'branches close', 'area', 'philadelphia', 'permanently close', 'plans open']","['__COMPANY__ temporarily shutters 30% of its Philadelphia-area branches', '__COMPANY__ to close three more Philadelphia-area branches, including one in Montgomery County', '__COMPANY__ closes two more Philadelphia-area branches']"
185,46,185_jp morgan_jp_morgan_trade jp,"['jp morgan', 'jp', 'morgan', 'trade jp', 'explainer massive', 'morgan fund', 'fund markets', 'massive options', 'morgan stock', 'options trade']","['RPT-EXPLAINER-How a massive options trade by a JP Morgan fund can move markets', 'EXPLAINER-How a massive options trade by a JP Morgan fund can move markets', 'Explainer-How a massive options trade by a JP Morgan fund can move markets']"
186,46,186_revlon_revlon lenders_revlon transfer_million revlon,"['revlon', 'revlon lenders', 'revlon transfer', 'million revlon', 'errant', 'botched', '500 million', 'errant 500', 'revlon loan', 'freeze botched']","['__COMPANY__ in talks to recoup errant $500 million Revlon loan payment', 'Judge denies __COMPANY__ a longer freeze on botched Revlon transfer', '__COMPANY__ Wins Appeal On Errant $500 Million Revlon Loan Payment']"
187,45,187_teams_management teams_teams list_forbes,"['teams', 'management teams', 'teams list', 'forbes', 'named forbes', 'forbes best', 'list advisor', 'wealth management', 'state wealth', 'named']","['16 __TICKER__ advisor teams in the Philadelphia D. __TICKER__ . Wealth Management Market named to the Forbes Best-in-State Wealth Management Teams List', 'Eleven __TICKER__ Advisor Teams in Arizona Named to Forbes Best-in-State Wealth Management Teams List', 'Five __TICKER__ Advisor Teams in Arizona Named to the Forbes Best-In-State Wealth Management Teams List']"
188,45,188_10 stock_stock picks_picks_capital 10,"['10 stock', 'stock picks', 'picks', 'capital 10', 'portfolio 10', '10', 'capital', 'picks 10', 'new stock', 'cooperman']","['Billionaire DE Shaw’s Latest Portfolio: Top 10 Stock Picks', 'Brian Higgins’ King Street Capital Portfolio: Top 10 Stock Picks', 'Aquamarine Capital’s Top 10 Stock Picks']"
189,45,189_rating_buy rating_rating upgraded_stock rating,"['rating', 'buy rating', 'rating upgraded', 'stock rating', 'pt', 'maintains buy', 'maintains', 'upgraded', 'know rating', 'rating upgrade']","['__COMPANY__ Maintains Buy Rating on __COMPANY__ __TICKER__ Stock', '__COMPANY__ Raises PT on __COMPANY__ Inc. __TICKER__ ; Maintains ‘Buy’ Rating', '__COMPANY__ Maintains its __COMPANY__ Inc. __TICKER__ Buy Rating']"
190,45,190_ago_years ago_years_ago delivered,"['ago', 'years ago', 'years', 'ago delivered', 'invested years', 'invested', 'delivered', 'investing years', 'shareholders endured', 'loss investing']","['__COMPANY__ ( __TICKER__ ) shareholders have endured a 13% loss from investing in the stock five years ago', 'Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 25%', 'Investing in __COMPANY__ ( __TICKER__ ) five years ago would have delivered you a 33% gain']"
191,45,191_recession_odds_probability_odds recession,"['recession', 'odds', 'probability', 'odds recession', 'chance', 'chance recession', '35', 'recession probability', '35 chance', 'recession risk']","['Goldman raises odds of US recession to 35%, predicts three interest rate cuts\u200b', '__COMPANY__ sees 35% chance of recession in 2 years', 'There is a 35% chance of a recession in 2 years: __COMPANY__']"
192,45,192_common stock_common_stock dividend_dividend common,"['common stock', 'common', 'stock dividend', 'dividend common', 'quarter dividend', 'corporation declares', 'increase quarterly', 'repurchase', 'repurchase program', 'percent']","['__COMPANY__ Corporation Declares First-Quarter Dividend on its Common Stock', '__COMPANY__ &amp; Company Increases Common Stock Dividend and Announces New $30 Billion Common Stock Repurchase Program', '__COMPANY__ Mellon Announces Intention to Increase Quarterly Common Stock Dividend by 10 Percent to $0.34 per Share and Authorization to Repurchase up to $6.0 Billion of Common Stock']"
193,45,193_boe_uk inflation_sterling_inflation,"['boe', 'uk inflation', 'sterling', 'inflation', 'uk', 'boe rate', 'bets sterling', 'bets', 'rate', 'rate cut']","['Sterling Rises After BOE Decision, But Gains Might Not Last', 'U.K. Data Are Key For Sterling Outlook After This Week’s BOE Rate Cut', 'UK Inflation Drop Clears Way for BOE Rate Cut']"
194,44,194_bank earnings_stocks earnings_big bank_earnings bank,"['bank earnings', 'stocks earnings', 'big bank', 'earnings bank', 'earnings', 'earnings friday', 'reports trading', 'lead reports', 'bank stocks', 'bank']","['Trading Bank Stocks on Earnings Reports: __COMPANY__ , __COMPANY__ , __COMPANY__', 'Bank Earnings Preview: __COMPANY__ and __COMPANY__', 'Big Bank earnings: __COMPANY__ , __COMPANY__ , __COMPANY__ beat estimates']"
195,44,195_2026_2026 stock_stock double_2026 unveils,"['2026', '2026 stock', 'stock double', '2026 unveils', 'stock 2022', 'wall worry', 'dollar stock', 'market 2026', 'stock year', 'high stock']","['This popular stock is +108% YTD. __COMPANY__ says more gains to come in 2026', '__COMPANY__ says ‘January effect’ will boost beaten-down stocks — these 3 could nab you rapid gains if a 2022 bounce comes true', '__COMPANY__ Strategist Says ‘Nice Tailwinds’ Will Boost Stock Market in 2026, Unveils One Catalyst That Could Drive Equities Higher']"
196,44,196_institutional_institutional owners_owners_institutional investors,"['institutional', 'institutional owners', 'owners', 'institutional investors', 'adds year', 'year losses', 'drop adds', 'past year', 'amp institutional', 'severe']","[""In the wake of __COMPANY__ 's ( __TICKER__ ) latest US$8.0b market cap drop, institutional owners may be forced to take severe actions"", ""__COMPANY__ Corporation's ( __TICKER__ ) recent 4.3% pullback adds to one-year year losses, institutional owners may take drastic measures"", ""__COMPANY__ Inc.'s ( __TICKER__ ) recent 5.2% pullback adds to one-year year losses, institutional owners may take drastic measures""]"
197,44,197_earnings report_report goldman_report earnings_report,"['earnings report', 'report goldman', 'report earnings', 'report', 'goldman earnings', 'rjf earnings', 'financial rjf', 'report raymond', 'report continue', 'rjf']","['Why Is __COMPANY__ __TICKER__ Up 5.1% Since Last Earnings Report?', 'Why Is __COMPANY__ __TICKER__ Up 8.1% Since Last Earnings Report?', 'Why Is __COMPANY__ __TICKER__ Down 0.2% Since Last Earnings Report?']"
198,44,198_stocks q3_amp brokerage_brokerage stocks_banking amp,"['stocks q3', 'amp brokerage', 'brokerage stocks', 'banking amp', 'diversified banks', 'vs rest', 'brokerage', 'stocks q2', 'rest', 'custody bank']","['Investment Banking &amp; Brokerage Stocks Q3 Recap: Benchmarking Charles Schwab ( __TICKER__ )', 'A Look Back at Investment Banking &amp; Brokerage Stocks’ Q3 Earnings: __COMPANY__ ( __TICKER__ ) Vs The Rest Of The Pack', 'Investment Banking &amp; Brokerage Stocks Q3 Recap: Benchmarking Jefferies ( __TICKER__ )']"
199,44,199_brazil_brazil economy_brazil inflation_south africa,"['brazil', 'brazil economy', 'brazil inflation', 'south africa', 'brazil economic', 'cycle', 'africa', 'rate', 'rate hike', 'hike']","['Brazil Inflation Slows More Than Expected as Rate Cuts Halt', 'Brazil Inflation Slowdown Falls Short Ahead of Key Rate Hike', 'Brazil’s Economy Grows More Than Expected as Interest Rate Falls']"
200,43,200_best momentum_momentum stocks_momentum_momentum stock,"['best momentum', 'momentum stocks', 'momentum', 'momentum stock', 'best', 'buy march', 'stocks buy', 'buy september', '14th best', '4th best']","['Best Momentum Stocks to Buy for April 4th', '15 Best Momentum Stocks To Invest In', 'How to Buy the Best Momentum Stocks Now']"
201,43,201_amazon_meta_amzn_meta platforms,"['amazon', 'meta', 'amzn', 'meta platforms', 'platforms meta', 'meat', 'amazon amzn', 'com amzn', 'platforms', 'facebook']","['Amazon.com, Inc. (AMZN) Among the 10 __COMPANY__ Tech Stocks to Buy', 'Is Meta Platforms (META) Among The Top __COMPANY__ Value Stocks?', 'Here’s What Wall Street Thinks About Meta Platforms, Inc (META)']"
202,43,202_overdraft_overdraft fees_fees_nsf,"['overdraft', 'overdraft fees', 'fees', 'nsf', 'nsf fees', 'overdraft fee', 'fee', 'reduce overdraft', '90', 'remove']","['__COMPANY__ to eliminate overdraft fees this summer', '__COMPANY__ to reduce overdraft fees this spring', '__COMPANY__ Overdraft Fees Fell 90% Since Last Year. This Is Why.']"
203,43,203_stock futures_futures_stock index_index futures,"['stock futures', 'futures', 'stock index', 'index futures', 'news live', 'stocks futures', 'market news', 'tap stock', 'updates stock', 'live updates']","['Stock market news live updates: Stock futures jump as earnings season picks up', 'Stock market news live updates: Stock futures edge higher amid bank results, retail sales data', 'Stock market news live updates: Stock futures edge higher ahead of jobs data, more Powell testimony']"
204,43,204_inflation_inflation data_hopes stocks_open higher,"['inflation', 'inflation data', 'hopes stocks', 'open higher', 'stocks wall', 'open', 'hopes', 'stocks rising', 'data', 'set open']","['Stocks Set to Open Higher on Fed Rate-Cut Optimism', 'Stocks Set to Open Higher on Fed Rate-Cut Hopes and Earnings Optimism', 'Stocks Set to Open Higher as Fed Rate-Cut Expectations Rise, U.S. Inflation Data Awaited']"
205,43,205_moving today_stocks moving_moving_moved today,"['moving today', 'stocks moving', 'moving', 'moved today', 'stocks moved', 'moved', 'today', 'today nvidia', 'today asml', 'today tesla']","['These Stocks Are Moving the Most Today: Credit Suisse, __TICKER__ , First Republic, and More', 'These Stocks Are Moving the Most Today: __COMPANY__ , __COMPANY__ , __COMPANY__ , Tesla, Apple, and More', 'These Stocks Are Moving the Most Today']"
206,42,206_cross yield_yield mark_shares cross_stock series,"['cross yield', 'yield mark', 'shares cross', 'stock series', 'preferred', 'preferred stock', 'cross', 'yieldboost', 'using options', 'mark']","[""__COMPANY__ 's Preferred Stock, Series 2 Shares Cross 6.5% Yield Mark"", ""__COMPANY__ 's Preferred Stock Series Z Shares Cross 6.5% Yield Mark"", ""__COMPANY__ 's Preferred Stock, Series O Shares Cross 6% Yield Mark""]"
