Topic,Count,Name,Representation,Representative_Docs
72,26,72_treasury_yields_speech_miran,"['treasury', 'yields', 'speech', 'miran', 'seen', 'yield', '10', 'awaited', 'flight', 'safety']","['Treasury Yields Keep Some Momentum as Fed Faces Data Challenge', 'Floor for 10-Year U.S. Treasury Yields Seen at 4%', 'Treasury Yields, Dollar Rise Ahead of Data Reports']"
73,25,73_stab_primary_issues_notice,"['stab', 'primary', 'issues', 'notice', 'post', 'new', 'spa', 'maticmind', 'zenita', 'holdco']","['__COMPANY__ Primary New Issues: STAB Notice - No Stab CMA', '__COMPANY__ Primary New Issues: NO STAB Notice', '__COMPANY__ Primary New Issues: STAB Notice']"
74,25,74_best_january_buy_income,"['best', 'january', 'buy', 'income', '21st', 'stocks', 'value', '19th', '20th', '2nd']","['Best Growth Stocks to Buy for January 21st', 'Best Value Stocks to Buy for January 21st', 'Best Income Stocks to Buy for January 21st']"
75,25,75_ai_story_shifting_hopes,"['ai', 'story', 'shifting', 'hopes', 'amzn', 'cloud', 'rewriting', 'investment', 'amazon', 'wday']","['Why Analysts See Amazon.com (AMZN) Story Shifting As Cloud And AI Spending Repriced', 'How The Microsoft (MSFT) Investment Story Is Shifting With AI Hopes And Valuation Caution', 'How The Amazon.com (AMZN) Investment Story Is Shifting With AI, Cloud And Valuation Debates']"
76,25,76_fraud_scandal_accused_fake,"['fraud', 'scandal', 'accused', 'fake', 'scams', 'lawsuit', 'shadow', 'steal', 'rigging', 'libor']","['Boss of collapsed £2bn ‘shadow bank’ accused of stealing money from lender', 'The City lender to Bangladeshi elite at the centre of a £900m fraud scandal', 'Boss of £2bn shadow bank accused of fraud has assets frozen']"
77,24,77_rating_reaffirms_buy_need,"['rating', 'reaffirms', 'buy', 'need', 'a1', 'he1', 'pics', 'upgrade', 'tjx', 'know']","['All You Need to Know About __COMPANY__ __TICKER__ Rating Upgrade to Buy', 'All You Need to Know About The __COMPANY__ __TICKER__ Rating Upgrade to Buy', 'All You Need to Know About __TICKER__ __TICKER__ Rating Upgrade to Buy']"
78,24,78_watch_recap_stocks_wednesday,"['watch', 'recap', 'stocks', 'wednesday', 'fedex', 'cracker', 'aviva', 'fannie', 'hinge', 'mae']","['Stocks to Watch Recap: Hinge Health, __TICKER__ Bank, Snowflake, Fannie Mae', 'Stocks to Watch Wednesday Recap: Amazon, Nvidia, __COMPANY__', 'Stocks to Watch Wednesday Recap: Netflix, __COMPANY__ , Nvidia']"
79,23,79_northern_trust_merger_discuss,"['northern', 'trust', 'merger', 'discuss', 'talks', 'potential', 'committed', 'approached', 'takeover', 'held']","['Why __COMPANY__ Wants To Buy Northern Trust', '__COMPANY__ Approached Northern Trust to Discuss Potential Merger', '__COMPANY__ Mellon Approaches Northern Trust to Discuss Potential Merger']"
80,22,80_advisory_media_present_executive,"['advisory', 'media', 'present', 'executive', 'conference', 'group', 'release', 'quarter', 'bank', 'scotiabank']","['MEDIA ADVISORY - __TICKER__ Bank Group Executive to Present at the __COMPANY__ Capital Markets 2026 Canadian Bank CEO Conference', 'MEDIA ADVISORY - __TICKER__ Bank Group Executive to Present at the __COMPANY__ Global Financial Services Conference', '/R E P E A T -- MEDIA ADVISORY - __TICKER__ Bank Group Executive to Present at the __COMPANY__ Global Financial Services Conference/']"
81,22,81_watch_week_big_cpi,"['watch', 'week', 'big', 'cpi', 'data', 'fed', 'tech', 'jobs', 'earnings', 'speakers']","['Bank earnings, CPI inflation data, Fed comments: What to Watch', 'Jobs Report, Big Tech and Pharma Earnings: What to Watch This Week', 'Jobs Report, More Tech Earnings: What to Watch Next Week']"
82,22,82_banks_gainers_wrap_units,"['banks', 'gainers', 'wrap', 'units', 'big', 'recession', 'losers', 'winning', 'coinbase', 'financials']","['Big Banks Keep Winning—and So Do Their Stocks', ""Big banks, Coinbase among gainers; Blue Owl in losers: week's financials wrap"", ""Big banks in top losers; Circle Internet, Coinbase, SoFi among gainers - week's financials wrap""]"
83,22,83_tesla_ev_automaker_gm,"['tesla', 'ev', 'automaker', 'gm', 'rises', 'elon', 'motors', 'stellantis', 'reinstates', 'musk']","['Stock Market Today, Dec. 22: Tesla Shares Jump After Court Reinstates Elon Musk Pay Deal', 'Tesla EV Business Seen Losing Investor Focus, __COMPANY__ Says', 'Tesla Rises as __COMPANY__ Reinstates Buy Rating']"
84,21,84_charter_zero_national_catastrophe,"['charter', 'zero', 'national', 'catastrophe', 'conditional', 'alliance', 'bank', 'net', 'banking', 'security']","['__TICKER__ is the latest bank to exit Net Zero Banking Alliance', 'Update: __TICKER__ Reportedly Leaves Net-Zero Banking Alliance', '__TICKER__ Reportedly Leaves Net-Zero Banking Alliance']"
85,21,85_quarter_results_fourth_reports,"['quarter', 'results', 'fourth', 'reports', '2025', 'announce', 'second', 'poaches', 'dates', 'applied']","['__COMPANY__ Reports Fourth Quarter 2025 Financial Results', '__COMPANY__ REPORTS FOURTH QUARTER AND 2025 RESULTS', '__COMPANY__ Reports Fourth Quarter 2025 Results']"
86,21,86_swiss_rules_switzerland_capital,"['swiss', 'rules', 'switzerland', 'capital', 'lawmakers', 'compromise', 'rule', 'proposed', 'shares', 'alternatives']","['__TICKER__ Group (SWX:UBSG) Valuation After Pushback On Proposed Swiss Capital Rules', '__TICKER__ shares hit 17 year-high as Swiss lawmakers pitch capital compromise', '__TICKER__ shares rise as Swiss lawmakers propose compromise on capital rules']"
87,21,87_facts_broader_market_exceeds,"['facts', 'broader', 'market', 'exceeds', 'knowing', 'know', 'note', 'fell', 'important', 'lags']","['__COMPANY__ Bank __TICKER__ Stock Drops Despite Market Gains: Important Facts to Note', '__COMPANY__ __TICKER__ Rises Higher Than Market: Key Facts', '__COMPANY__ Bank __TICKER__ Rises Higher Than Market: Key Facts']"
88,21,88_lilly_eli_obesity_lly,"['lilly', 'eli', 'obesity', 'lly', 'novo', 'nordisk', 'zepbound', 'drugs', 'glp', 'wegovy']","['Why Eli Lilly (LLY) Shares Are Plunging Today', '__COMPANY__ Begins Coverage on Eli Lilly (LLY), Sees Strong Position in Obesity Market', 'Here’s What __TICKER__ Thinks About Eli Lilly and Company (LLY)']"
89,20,89_voting_rights_shares_31,"['voting', 'rights', 'shares', '31', '2025', 'activism', '30', 'july', 'proxy', 'november']","['__COMPANY__ : shares and voting rights as of 31 December 2025', '__COMPANY__ : shares &amp; voting rights as of 31 July 2025', '__COMPANY__ : shares &amp; voting rights as of 31 May 2025']"
90,19,90_tickers_trending_nvidia_c3,"['tickers', 'trending', 'nvidia', 'c3', 'martin', 'bitmine', 'aston', 'softbank', 'exxon', 'nordisk']","['Trending tickers: Nvidia, Tesla, SoftBank, C3.ai and Bitmine', 'Google, BlackRock, __COMPANY__ : Trending Tickers', 'Trending tickers: Nvidia, __TICKER__ , __COMPANY__ , Aston Martin and Next']"
91,19,91_netflix_warner_nflx_paramount,"['netflix', 'warner', 'nflx', 'paramount', 'bros', 'wbd', 'bid', 'deal', 'resumes', 'losing']","['Netflix Is $2.8 Billion Richer After Losing Warner to Paramount. What It Could Do With the Cash.', 'Looking At The Evolving Narrative For Netflix (NFLX) After Target Resets And Warner Talks', 'How The Netflix (NFLX) Investment Narrative Is Shifting After The Warner Bros. Discovery Decision']"
92,19,92_news_document_enregistrement_universel,"['news', 'document', 'enregistrement', 'universel', 'containing', 'dec', 'filing', 'jan', 'french', '2025']","['Company News for Dec 5, 2025', 'Press Release: Filing of an amendment to the French “Document d’Enregistrement Universel” containing the Annual Financial Report', 'Press release: Filing of the 2025 U.S. Form 20-F and French “Document d’Enregistrement Universel” containing the Annual Financial Report']"
93,19,93_attractive_share_run_year,"['attractive', 'share', 'run', 'year', 'priced', 'price', 'strong', 'multi', 'fairly', 'performance']","['Is __COMPANY__ __TICKER__ Fairly Priced After Strong One Year Share Price Performance', 'Is __COMPANY__ Financial Group ( __TICKER__ ) Still Attractive After Its Strong Five Year Run?', 'Is __COMPANY__ ( __TICKER__ ) Still Attractive After Strong Multi Year Share Price Gains']"
94,19,94_ftse_100_live_london,"['ftse', '100', 'live', 'london', 'open', 'uk', 'banks', '5yr', 'cascade', 'cheer']","['FTSE 100 LIVE: London muted as UK economy beats growth forecasts', 'FTSE 100 Live: Stocks surge higher at open as __TICKER__ and miners rally', 'FTSE 100 LIVE: Markets higher as traders look ahead to UK jobs and inflation data']"
95,18,95_contract_liquidity_half_statement,"['contract', 'liquidity', 'half', 'statement', 'implementation', 'december', 'june', 'year', 'situation', 'darty']","['__COMPANY__ : Termination of the liquidity contract and half-year statement', 'Half-Year Statement on the Implementation of the Liquidity Contract as of June 30, 2025', 'HALF-YEAR STATEMENT ON THE IMPLEMENTATION OF THE LIQUIDITY CONTRACT AS OF DECEMBER 31, 2025']"
96,18,96_stabilization_notice_stab_pre,"['stabilization', 'notice', 'stab', 'pre', 'correction', 'holdco', 'spa', 'alstria', 'cgm', 'cma']","['Stabilization Notice - Pre Stab - Alstria HoldCo', 'Correction: Stabilization Notice - Pre Stab - Alstria HoldCo', 'Stabilization Notice: Pre Stab Notice - PCC GLOBAL PLC']"
97,18,97_canada_deficit_manufacturing_merchandise,"['canada', 'deficit', 'manufacturing', 'merchandise', 'expected', 'surplus', 'sales', 'trade', 'tad', 'transportation']","[""Canada's International Merchandise Trade Deficit Lower Than Expected in December; Surplus With The U.S. Narrows"", 'Canada Merchandise Trade Deficit With the World Expands in June, Trade Surplus With U.S. Widens', ""Canada's International Merchandise Trade Deficit Lower Than Expected in October""]"
98,18,98_gaap_eps_beats_revenue,"['gaap', 'eps', 'beats', 'revenue', 'non', 'fy25', 'fy26', '76', 'reaffirms', '20']","['__COMPANY__ Non-GAAP EPS of $2.97 beats by $0.13, revenue of $3.67B beats by $50M', '__COMPANY__ Non-GAAP EPS of $1.94 beats by $0.18, revenue of $5.03B beats by $200M', '__TICKER__ Bank Non-GAAP EPS of __TICKER__ $2.20 beats by __TICKER__ $0.17, revenue of __TICKER__ $15.3B beats by __TICKER__ $1.59B']"
99,17,99_soccer_hosts_schools_blueprint,"['soccer', 'hosts', 'schools', 'blueprint', 'ambassador', 'olympic', 'americas', 'initiative', 'beijing', 'open']","['__COMPANY__ Americas Announces Five-Year Renewal Agreement With the LPGA Tour as Title Sponsor of the __COMPANY__ Americas Open, Reinforcing Its Commitment to Women’s Sports', '__COMPANY__ Announces its Blueprint for Housing Opportunity Initiative — A $60 Billion Commitment to Enhance U.S. Housing Affordability and Help Create and Preserve 250,000 Units Over Five Years', ""U.S. Soccer, Soccer Forward Foundation and __COMPANY__ Launch 'Soccer at Schools' to Bring Soccer to Schools Across the U.S. by 2030""]"
100,17,100_coupon_notes_tender_certain,"['coupon', 'notes', 'tender', 'certain', 'offers', 'nestlé', 'etracs', 'note', 'outstanding', 'declares']","['Nestlé Holdings, Inc. Announces Expiration and Results of Cash Tender Offers for Any and All of its Certain Outstanding Notes', 'Nestlé Holdings, Inc. Announces Commencement of Cash Tender Offers for Any and All of its Certain Outstanding Notes', 'Nestlé Holdings, Inc. Announces the Pricing Terms of Cash Tender Offers for Any and All of its Certain Outstanding Notes']"
101,17,101_epstein_jeffrey_ties_lawyer,"['epstein', 'jeffrey', 'ties', 'lawyer', 'testify', 'ruemmler', 'kathy', 'sued', 'settle', 'house']","[""__COMPANY__ ' top lawyer Kathy Ruemmler to resign after emails show close ties to Jeffrey Epstein"", '__COMPANY__ Agrees to Settle Lawsuit Over Jeffrey Epstein Ties, U.S. Court Says', '__COMPANY__ , __COMPANY__ Sued Over Jeffrey Epstein Ties']"
102,16,102_xrp_ripple_holder_ledger,"['xrp', 'ripple', 'holder', 'ledger', 'cryptocurrency', 'means', 'hasn', 'dominated', 'flip', 'recasts']","['__COMPANY__ Adopts Ripple’s Rails, But XRP Is Down 30%: Why Hasn’t XRP Moved?', 'Why Is XRP’s Price Not Rising? __COMPANY__ Tops XRP ETF Holder List as Withdrawals Surge', ""XRP Gets Its Own Treasury Company: Look Who's Building A $20 Million XRP Reserve""]"
103,16,103_dbk_xtra_sehk_recent,"['dbk', 'xtra', 'sehk', 'recent', '1398', 'lpl', 'valuation', 'wave', 'evaluating', 'movements']","['__COMPANY__ (XTRA:DBK): Evaluating Valuation After a Year of Quiet, Steady Gains', '__COMPANY__ (XTRA:DBK): Assessing Valuation Against Recent Share Price Momentum', 'A Look At __COMPANY__ (XTRA:DBK) Valuation After Recent Share Price Moves']"
104,16,104_asian_receipts_equities_depositary,"['asian', 'receipts', 'equities', 'depositary', 'traded', 'american', 'trading', 'thursday', 'tuesday', 'trend']","['Asian Equities Traded in the US as American Depositary Receipts Rise in Wednesday Trading', 'Asian Equities Traded in the US as American Depositary Receipts Rise in Tuesday Trading', 'Asian Equities Traded in the US as American Depositary Receipts Rise in Thursday Trading']"
105,16,105_outpacing_finance_peers_lagging,"['outpacing', 'finance', 'peers', 'lagging', 'year', 'aval', 'acnb', 'underperforming', 'outperforming', 'undervalued']","['Is The __COMPANY__ Bank __TICKER__ Stock Outpacing Its Finance Peers This Year?', 'Is The __COMPANY__ __TICKER__ Stock Outpacing Its Finance Peers This Year?', 'Is __COMPANY__ __TICKER__ Stock Outpacing Its Finance Peers This Year?']"
106,15,106_analysts_wall_street_target,"['analysts', 'wall', 'street', 'target', 'price', 'johnson', 'thinks', 'fastenal', 'bio', 'techne']","[""What Are Wall Street Analysts' Target Price for Seagate Technology Stock?"", ""What Are Wall Street Analysts' Target Price for Micron Technology Stock?"", ""What Are Wall Street Analysts' Target Price for __COMPANY__ Stock?""]"
107,15,107_series_preferred_redeem_nvcc,"['series', 'preferred', 'redeem', 'nvcc', 'redemption', 'cumulative', '350', 'shares', 'non', 'announces']","['__COMPANY__ Announces Full Redemption of Series X Preferred Stock', '__TICKER__ Bank Announces Redemption of Non-Cumulative 5-Year Rate Reset Class A First Preferred Shares, Series 9 (NVCC)', '__TICKER__ Bank Announces Redemption of Non-Cumulative 5-Year Rate Reset Class A First Preferred Shares, Series 7 (NVCC)']"
108,15,108_branches_44_seven_shut,"['branches', '44', 'seven', 'shut', 'community', 'shutter', 'locations', 'close', 'closing', '18']","['__COMPANY__ : Locations of 44 branches set to close', '__COMPANY__ Bank Announces Agreement to Sell Seven Branches to Community Bank, N.A.', '__COMPANY__ Bank to sell seven branches to Community Bank']"
109,15,109_big_earnings_falling_banks,"['big', 'earnings', 'falling', 'banks', 'bank', 'regional', 'prove', 'punished', 'helped', 'leg']","[""Top Midday Stories: Big Bank Shares Down After Earnings Results; Trip.com Under Investigation by China's Market Regulator"", 'Big Bank Earnings Fail to Impress Investors. Shares Are Falling.', 'More Big Banks Reported Earnings Wednesday. The Stocks Are Falling.']"
110,15,110_apple_qualcomm_iphone_foldable,"['apple', 'qualcomm', 'iphone', 'foldable', 'memory', 'oreal', 'lukewarm', 'iphones', 'device', 'battleground']","['Qualcomm Stock Tumbles -- __COMPANY__ Warns on Apple Exit and Weak Growth', 'Qualcomm faces loss of Apple business, competitive pressures, says __COMPANY__', 'Qualcomm Stock Falls After Downgrade. The Apple Supplier Has an iPhone Problem.']"
111,14,111_taiwan_president_trip_vice,"['taiwan', 'president', 'trip', 'vice', 'europe', 'berlin', '1980s', 'defiance', 'outreach', 'parliament']","[""__COMPANY__ on What's Next for The Taiwan Dollar After Recent Jump"", 'Taiwan vice president makes rare trip to Europe for parliament speech', 'Taiwan is not alone, vice president says after breakthrough Europe trip']"
112,14,112_rayonier_potlatchdeltic_ryn_merger,"['rayonier', 'potlatchdeltic', 'ryn', 'merger', 'special', 'announce', 'equals', 'timberland', 'potlatch', 'stockholder']","['Rayonier Inc (RYN) Q4 2025 Earnings Call Highlights: Strong Financial Performance Amid Market ...', 'Rayonier Reports Fourth Quarter 2025 Results', 'Rayonier: Q4 Earnings Snapshot']"
113,14,113_transactions_declaration_programme_buyback,"['transactions', 'declaration', 'programme', 'buyback', 'december', 'share', 'framework', 'executed', 'regarding', '2025']","['__COMPANY__ share buyback programme - Declaration of transactions in own shares from May 26, 2025 to May 30, 2025', '__COMPANY__ share buyback programme - Declaration of transactions in own shares from December 8, 2025 to December 12, 2025', '__COMPANY__ share buyback programme - Declaration of transactions in own shares from December 1, 2025 to December 5, 2025']"
114,14,114_shriram_india_stake_nippon,"['shriram', 'india', 'stake', 'nippon', 'talks', 'finance', 'times', 'japan', 'exclusive', 'acquire']","['Japan’s __COMPANY__ Financial Group, Inc. __TICKER__ To Buy 20% Share In India’s Shriram Finance For $4.4 Billion', ""__TICKER__ in talks for $2.6 billion stake in India's Shriram Finance, Economic Times reports"", ""Japan's __TICKER__ in talks for 20% stake in India's Shriram Finance, Economic Times reports""]"
115,14,115_coverage_initiates_mara_balanced,"['coverage', 'initiates', 'mara', 'balanced', 'aerospace', 'resumes', 'ge', 'starts', 'sfm', 'reits']","['__COMPANY__ Initiates Coverage on MARA Holdings, Inc. (MARA)', '__COMPANY__ Initiates Coverage on Apple Hospitality REIT, Inc. (APLE) as Hotel REITs Face Long-Term Skepticism', '__COMPANY__ Initiates GE Aerospace Coverage With Top Price Target']"
116,14,116_know_ripe_week_weeks,"['know', 'ripe', 'week', 'weeks', '12', 'turnaround', 'goldman', 'looks', '16', 'unconfirmed']","['__COMPANY__ __TICKER__ Is Up 3.16% in One Week: What You Should Know', ""Down 13.6% in 4 Weeks, Here's Why Goldman __TICKER__ Looks Ripe for a Turnaround"", ""Down 12.9% in 4 Weeks, Here's Why Goldman __TICKER__ Looks Ripe for a Turnaround""]"
117,13,117_industry_foreign_regional_invest,"['industry', 'foreign', 'regional', 'invest', 'prospects', 'major', 'favorable', 'banks', 'international', 'remain']","[""Major Regional Bank Industry's Prospects Solid: 4 Stocks to Watch"", '3 Major Regional Banks to Watch as Industry Prospects Remain Robust', '2 Major Regional Banks to Buy as Industry Prospects Remain Favorable']"
118,13,118_polish_erste_stake_poland,"['polish', 'erste', 'stake', 'poland', 'austria', 'unit', 'revolut', 'klarna', 'featuring', 'later']","['__COMPANY__ to Sell Stake in Polish Subsidiary for Around $473 Million After Erste Group Deal', 'Banco __COMPANY__ to Sell Certain Polish Assets to Erste Group in Nearly $8 Billion Deal', '__COMPANY__ completes stake sale in Polish unit to Austria’s Erste']"
119,13,119_validea_daily_upgrade_strategy,"['validea', 'daily', 'upgrade', 'strategy', 'lynch', 'peter', 'neff', 'john', 'report', 'zweig']","['Validea Peter Lynch Strategy Daily Upgrade Report - 12/10/2025', 'Validea Peter Lynch Strategy Daily Upgrade Report - 12/5/2025', 'Validea Peter Lynch Strategy Daily Upgrade Report - 6/7/2025']"
120,13,120_pick_choice_looking_great,"['pick', 'choice', 'looking', 'great', 'momentum', 'indicator', 'intu', 'require', 'additions', 'intuit']","['Are You Looking for a Top Momentum Pick? Why __COMPANY__ Bank __TICKER__ is a Great Choice', 'Are You Looking for a Top Momentum Pick? Why __TICKER__ __TICKER__ is a Great Choice', 'Are You Looking for a Top Momentum Pick? Why __COMPANY__ __TICKER__ is a Great Choice']"
121,13,121_strong_new_buy_23rd,"['strong', 'new', 'buy', '23rd', '27th', 'february', 'oct', 'stocks', 'igc', 'hmy']","['New Strong Buy Stocks for January 23rd', 'New Strong Buy Stocks for September 23rd', 'New Strong Buy Stocks for February 27th']"
122,13,122_palantir_got_just_news,"['palantir', 'got', 'just', 'news', 'madness', 'fantastic', 'mere', 'metric', 'peanuts', 'navy']","['Palantir Stock Investors Just Got Good News From Wall Street Analysts', 'Palantir Stock Investors Just Got Great News From Wall Street', 'Palantir Stock Investors Just Got Great News from Wall Street']"
123,13,123_tsm_nvda_pre_slb,"['tsm', 'nvda', 'pre', 'slb', 'january', 'snow', 'jnj', 'dell', 'report', 'december']","['Earnings week ahead: NVDA, BABA, SNOW, CRWD, OKTA, MRVL, DELL, PDD, LI, BBY, and more', 'Earnings week ahead: __TICKER__ , __TICKER__ , __TICKER__ , __TICKER__ , __TICKER__ , JNJ, TSM, ABT, PEP, MMM, SLB, UAL, NFLX, and more', 'Pre-Market Earnings Report for December 9, 2025 : AZO, FERG, CNM, CPB, OLLI, KFY, ASO, GIII, CGNT, LE, CAL, DBI']"
124,12,124_upgraded_buy_know_strong,"['upgraded', 'buy', 'know', 'strong', 'mean', 'royal', 'zegna', 'rationale', 'cfra', 'does']","[""__COMPANY__ __TICKER__ Upgraded to Buy: Here's Why"", ""__TICKER__ __TICKER__ Upgraded to Strong Buy: Here's What You Should Know"", ""__COMPANY__ __TICKER__ Upgraded to Strong Buy: Here's Why""]"
125,12,125_apollo_private_wrong_rowan,"['apollo', 'private', 'wrong', 'rowan', 'shakeout', 'valuations', 'zito', 'arrogance', 'evergreen', 'eltifs']","[""Apollo's Rowan warns of private credit shakeout; Blackstone's Gray says it's 'a lot of noise'"", 'Apollo CEO calls out private-credit shakeout', 'Apollo exec says private equity software valuations ’all wrong’']"
126,12,126_sale_amazon_bond_art,"['sale', 'amazon', 'bond', 'art', 'draws', 'billion', 'demand', '236', 'convertible', 'buildout']","['Amazon bond sale reportedly draws $126B in investor demand', 'Amazon bond sale draws about $126 billion demand, among largest corporate offerings', 'Amazon Targets $42 Billion Bond Sale']"
127,12,127_dei_criteria_board_diversity,"['dei', 'criteria', 'board', 'diversity', 'scraps', 'wsj', 'drop', 'rules', 'evaluations', 'boards']","['__COMPANY__ Plans to Scrap DEI Criteria for Its Board', '__COMPANY__ plans to drop DEI from board-candidate criteria, WSJ reports', '__COMPANY__ to drop DEI criteria for its board, WSJ reports']"
128,12,128_natwest_nwg_pension_evelyn,"['natwest', 'nwg', 'pension', 'evelyn', 'uk', 'lloyds', 'manager', 'rejected', 'shedding', 'shackles']","['Update: Market Chatter: Banco __COMPANY__ , NatWest Mulling Transfer of UK Pension Assets to Insurers', '__COMPANY__ Upgrades NatWest Group plc (NWG) to Neutral From Underperform', '__COMPANY__ turns down NatWest’s offer for UK retail banking arm']"
129,12,129_geowealth_42_banamex_stake,"['geowealth', '42', 'banamex', 'stake', 'dixon', 'buys', 'mitchell', '5m', 'counsel', 'million']","['Dixon Mitchell Investment Counsel Buys the Dip: Adds $23 Million of Descartes Systems', '__COMPANY__ Invests $42.5M in GeoWealth', '__COMPANY__ Buys $42.5 Million Minority Stake in GeoWealth. Here’s Why.']"
130,11,130_robinhood_hood_argus_beneficiary,"['robinhood', 'hood', 'argus', 'beneficiary', 'gopuff', 'environment', 'told', 'rvi', 'tradepmr', 'referral']","['Robinhood (HOOD) Beneficiary of __COMPANY__ ’ Positive 2026 Outlook for Wealth Brokers and Alternative Asset Managers Amid Mixed Exchange Environment', '__COMPANY__ Adjusts Robinhood Markets, Inc. (HOOD) Price Target, Cites Strong Early-Year Metrics', 'Argus is Bullish on Robinhood Markets, Inc. (HOOD)']"
131,11,131_webster_12_banco_acquire,"['webster', '12', 'banco', 'acquire', 'mix', 'deal', '800s', '737', 'outcomes', 'aelf']","['__COMPANY__ to acquire Webster Bank for $12.2 billion in US expansion push', 'Banco __COMPANY__ Strikes $12.3 Billion Deal for Webster Financial in U.S. Expansion', 'Banco __COMPANY__ to Buy Webster Financial in $12.3 Billion Deal']"
132,11,132_oil_issued_shock_worlds,"['oil', 'issued', 'shock', 'worlds', 'kuwait', 'bbl', 'petroleum', 'rages', 'stand', 'pro']","['The $100 oil playbook: How pro investors are investing around this energy shock', '__COMPANY__ Just Issued a New Warning on the U.S. Economy — And It’s Not Just About Oil', '__COMPANY__ 2026 oil outlook: New price target issued']"
133,11,133_transparency_notification_umicore_notifications,"['transparency', 'notification', 'umicore', 'notifications', 'galapagos', 'participation', 'receives', 'project', 'fenn', 'shareholding']","['Umicore - Transparency notification by __COMPANY__ PLC', 'Umicore - Transparency notifications by __COMPANY__ Corporation', 'Umicore - Transparency notification by __COMPANY__ Corporation']"
134,10,134_lawsuit_harassment_culture_arbitration,"['lawsuit', 'harassment', 'culture', 'arbitration', 'vesttoo', 'sexual', 'claims', 'lure', 'guilty', '9m']","['__COMPANY__ Harassment Lawsuit Puts Wealth Management Culture And Controls Under Scrutiny', '__COMPANY__ Denies Sexual Harassment Claims Against Wealth Head Andy Sieg, Seeks Arbitration', 'Vesttoo Creditors File Landmark Lawsuit Against Aon and __COMPANY__ for Fraudulent Conduct Leading to Vesttoo’s Collapse and Billions in Insurance Industry Claims']"
135,10,135_ended_consolidated_summary_quarter,"['ended', 'consolidated', 'summary', 'quarter', 'reports', 'months', 'form', 'results', '2025', '31']","['__TICKER__ Bank, Ltd. announces Consolidated Summary Report for the three months ended June 30, 2025', '__TICKER__ Bank, Ltd. announces Consolidated Summary Report [under Japanese GAAP] for the nine months ended December 31, 2025', '__TICKER__ Bank, Ltd. announces Consolidated Summary Report [under Japanese GAAP] for the three months ended June 30, 2025']"
136,10,136_powell_fed_sept_rate,"['powell', 'fed', 'sept', 'rate', 'gut', 'punch', 'succeed', 'struggles', 'nominates', 'grilling']","[""Major brokerages pivot to Sept Fed rate cut on Powell's labor warning"", 'Powell would have to move goal posts for a Sept. Fed rate cut', 'Will Fed’s Latest Rate Cut Be Powell’s Last?']"
