Topic,Count,Name,Representation,Representative_Docs
115,77,115_advisors_forbes_named_list,"['advisors', 'forbes', 'named', 'list', 'named forbes', 'best state', 'market named', 'wealth advisors', 'advisors list', 'financial advisors']","['Forty-five __TICKER__ Financial Advisors in Southern California and Hawaii Named to Forbes Best-in-State Wealth Advisors List', 'Five __TICKER__ advisors in the Philadelphia D. __TICKER__ . Wealth Management Market named to the Forbes Top Women Wealth Advisors Best-in-State list', 'Fifteen __TICKER__ Financial Advisors in Arizona Named to Forbes Best-in-State Wealth Advisors List']"
116,76,116_leadership_reshuffles_reorganizes_changes,"['leadership', 'reshuffles', 'reorganizes', 'changes', 'shuffles', 'ceo', 'shuffles management', 'succeed', 'shakes leadership', 'fraser']","['__COMPANY__ CEO Shakes Up Leadership With Eyes on a Successor', '__COMPANY__ announces leadership changes', 'UPDATE 1- __COMPANY__ CEO shakes up leadership with eyes on successor']"
117,76,117_buy sell_stock buy_sell_buy,"['buy sell', 'stock buy', 'sell', 'buy', 'stock', 'sell general', 'devices', 'jd', 'aptiv aptv', 'bby stock']","['Is META Stock a Buy or Sell? Here’s My Call.', 'Is IBM Stock A Buy or Sell?', 'Is __TICKER__ Stock A Buy or Sell?']"
118,76,118_closes_fund_management closes_facility,"['closes', 'fund', 'management closes', 'facility', 'energy closes', 'financing', 'solar', 'credit facility', 'equity fund', 'closes billion']","['__COMPANY__ closes $9.7 bln private-equity fund, largest since 2007', '__COMPANY__ closes $9.7 billion private-equity fund, largest since 2007', '__COMPANY__ Asset Management closes $5.2 billion growth equity fund']"
119,76,119_ai_says ai_agents_productivity,"['ai', 'says ai', 'agents', 'productivity', 'ceo says', 'jobs', 'ai transform', 'ai replace', 'tech chief', 'says']","[""CEO Says AI Is Taking On 'Soul-Crushing Jobs' With Agents That Work 24/7, Never Eat, And Never Need Benefits"", ""Satya Nadella Says AI Agents Will Replace 'Knowledge Work'—But There's One Role Humans Will Always Need To Play"", 'Goldman tech chief says AI agents will be your next coworkers']"
120,75,120_hedge funds_hedge_funds_funds selling,"['hedge funds', 'hedge', 'funds', 'funds selling', 'funds buying', 'funds betting', 'funds cashing', 'cashing', 'funds snapping', 'funds dumping']","['Hedge Funds Are Selling AT&amp;T Inc. (T)', 'Hedge Funds Are Buying The __COMPANY__ Corporation __TICKER__', 'Hedge Funds Are Buying __COMPANY__ Corporation __TICKER__']"
121,74,121_moving markets_moving_markets_market voices,"['moving markets', 'moving', 'markets', 'market voices', 'voices', 'markets china', 'markets powell', 'markets bank', 'jobless claims', 'markets fed']","[""Powell's speech, Bitcoin, retail sales - what's moving markets"", ""Big Tech Earnings, Energy Crisis, European Bank Earnings - What's Moving Markets"", ""Trump, Powell's speech, Goldman earnings - what's moving markets""]"
122,72,122_stocks buy_blue chip_blue_chip stocks,"['stocks buy', 'blue chip', 'blue', 'chip stocks', 'chip', 'bull market', 'buy', 'undervalued stocks', 'undervalued', 'stocks']","['7 Blue-Chip Stocks to Buy Before the Bull Market Returns', '7 Blue-Chip Stocks to Buy in March', '7 Undervalued Blue-Chip Stocks to Buy Now']"
123,72,123_earnings week_earnings reports_stocks reporting_reporting earnings,"['earnings week', 'earnings reports', 'stocks reporting', 'reporting earnings', 'week', 'major earnings', 'reports watch', 'earnings open', 'netflix', 'earnings']","['7 Financial Stocks Reporting Earnings the Week of April 11', '7 Stocks Reporting Earnings The Week Of May 16', '7 Stocks Reporting Earnings the Week of May 2']"
124,72,124_nvidia_nvidia stock_ai_amd stock,"['nvidia', 'nvidia stock', 'ai', 'amd stock', 'amd', 'stock rises', 'analyst sees', 'stock slips', 'openai deal', 'upgrade']","[""What's Going On With Nvidia Stock Friday?"", 'Why Nvidia Stock Dropped on Friday', 'Nvidia Stock Rises After Upgrade. The Case to Buy Amid Oracle AI Surge.']"
125,71,125_pay_ceo_million_million 2022,"['pay', 'ceo', 'million', 'million 2022', 'ceo pay', 'million ceo', 'moynihan pay', '29 million', 'compensation', '34 million']","['__COMPANY__ Cut CEO David Solomon’s Pay to $25 Million in 2022', ""__COMPANY__ CEO Moynihan's pay falls to $29 million in 2023"", ""UPDATE 1- __COMPANY__ CEO Moynihan's pay falls to $29 million in 2023""]"
126,71,126_amp 500_500_500 slips_slips,"['amp 500', '500', '500 slips', 'slips', '500 cuts', 'amp', 'cuts losses', 'tech', 'financials', 'gives gains']","['S&amp;P 500 Slips as Fed Decision Looms', 'S&amp;P 500 Cuts Losses as Tech, Energy Gain', 'S&amp;P 500 Slips as Bank Stocks Slide']"
127,71,127_partners_ant international_blockchain_ant,"['partners', 'ant international', 'blockchain', 'ant', 'unveils', 'mistral', 'cross border', 'payment solutions', 'border', 'digital']","['Swift pilots blockchain payments with Ant International and __TICKER__ in cross-border test', 'Ant International and __TICKER__ Test New Cross-Border Payments Solution Using Tokenised Deposits on Swift’s Network and Powered by ISO 20022', 'Ant International, __TICKER__ join forces on blockchain-based cross-border payment settlements']"
128,71,128_buyback_share buyback_share_billion buyback,"['buyback', 'share buyback', 'share', 'billion buyback', 'programme declaration', 'buyback programme', 'programme', 'buyback program', 'cancellation purpose', 'transactions shares']","['__COMPANY__ share buyback programme - Declaration of transactions in own shares from June 2, 2025 to June 6, 2025', '__COMPANY__ share buyback programme - Declaration of transactions in own shares from December 8, 2025 to December 12, 2025', '__COMPANY__ share buyback programme - Declaration of transactions in own shares from December 1, 2025 to December 5, 2025']"
129,71,129_profit_profit beats_beats expectations_beats,"['profit', 'profit beats', 'beats expectations', 'beats', 'quarter profit', 'net profit', '79', 'beats estimates', 'expectations', 'profit attributable']","['__TICKER__ Q2 profit beats expectations; announces $3 bln buyback', 'UPDATE 2- __TICKER__ pretax profit rises 79% on recovery from pandemic damage', '__TICKER__ pretax profit rises 79% on recovery from pandemic damage']"
130,70,130_jv_expansion_expand_plans,"['jv', 'expansion', 'expand', 'plans', 'china securities', 'ownership india', 'china add', 'business', 'asia', 'securities jv']","['__COMPANY__ picks __TICKER__ , __COMPANY__ to run $500 bln custody business in Hong Kong, Taiwan', '__COMPANY__ __TICKER__ to Boost Ownership in China Securities JV', '__COMPANY__ __TICKER__ Applies for Full Control of China Securities JV']"
131,70,131_exit_suspends_etns_market making,"['exit', 'suspends', 'etns', 'market making', 'exits', 'halts', 'consumer banking', 'shut', 'debt business', 'securities source']","[""__COMPANY__ wealth unit stops margin loans against India Adani's securities - source"", ""__COMPANY__ stops margin loans against India Adani's securities - source"", '__COMPANY__ Suspends Until Further Notice Further Sales of iPath® ETNs (the ""ETNs"")']"
132,70,132_dimon_jamie dimon_jamie_dimon says,"['dimon', 'jamie dimon', 'jamie', 'dimon says', 'dimon warns', 'warns', 'economy', 'economy jamie', 'fed chair', 'recession']","[""Jamie Dimon says economy is 'weakening,' warns of uncertain outlook"", 'Jamie Dimon Warns the World It’s Not Prepared for 7% Interest Rates', 'Jamie Dimon Says Economy Is Weakening']"
133,70,133_mellon_mellon report_mellon reports_mellon announces,"['mellon', 'mellon report', 'mellon reports', 'mellon announces', 'results mellon', '2022 results', '2023 results', '2023 mellon', '2021 mellon', 'results']","['__COMPANY__ Mellon Reports First Quarter 2023 Results', '__COMPANY__ Mellon Reports First Quarter 2022 Results', '__COMPANY__ Mellon Reports Third Quarter 2022 Results']"
134,70,134_results conference_conference webcast_webcast_announces date,"['results conference', 'conference webcast', 'webcast', 'announces date', 'date', 'date release', 'corporation announces', 'release', 'financial results', 'webcast corporation']","['__COMPANY__ Corporation ( __TICKER__ ) Announces Date for Release of Third-Quarter 2024 Financial Results and Conference Call Webcast', '__COMPANY__ Corporation ( __TICKER__ ) Announces Date for Release of First-Quarter 2025 Financial Results and Conference Call Webcast', '__COMPANY__ Corporation ( __TICKER__ ) Announces Date for Release of Third-Quarter 2025 Financial Results and Conference Call Webcast']"
135,69,135_ai_assistant_powered_ai powered,"['ai', 'assistant', 'powered', 'ai powered', 'ai assistant', 'launches ai', 'generative', 'generative ai', 'tools', 'ai agents']","['__COMPANY__ Unveils Firmwide AI Assistant to Boost Productivity', '__COMPANY__ launches AI assistant firmwide, memo shows', '__COMPANY__ debuts AI assistant, boosting shares amidst industry-wide AI adoption']"
136,69,136_street analyst_analyst calls_downgraded_upgraded,"['street analyst', 'analyst calls', 'downgraded', 'upgraded', 'downgraded wall', 'calls', 'upgrades downgrades', 'upgraded wall', 'analyst', 'benzinga']","[""AMD upgraded, PDD downgraded: Wall Street's top analyst calls"", 'Apple upgraded, AMD downgraded: Wall Street’s top analyst calls', ""Apple upgraded, AMD downgraded: Wall Street's top analyst calls""]"
137,69,137_emissions_climate_pledges_reduction targets,"['emissions', 'climate', 'pledges', 'reduction targets', 'net zero', 'carbon', 'zero', 'pledges cut', 'cut emissions', '2030']","['__COMPANY__ pledges net zero emissions in finance portfolio by 2050', 'UPDATE 1- __COMPANY__ pledges net zero emissions in finance portfolio by 2050', 'UPDATE 2- __COMPANY__ pledges net zero emissions in finance portfolio by 2050']"
138,68,138_news_2023 news_2022 news_2025 news,"['news', '2023 news', '2022 news', '2025 news', '2024 news', 'news jul', 'news oct', 'jul', 'news jan', '2021 news']","['Company News for Jul 2, 2024', 'Company News for Jul 16, 2025', 'Company News for Jul 17, 2023']"
139,68,139_earnings q4_earnings q1_corp earnings_earnings q2,"['earnings q4', 'earnings q1', 'corp earnings', 'earnings q2', 'earnings q3', 'q4 2024', 'group earnings', 'q4', 'q4 2023', '2023']","['Q3 2023 __COMPANY__ Corp Earnings Call', 'Q4 2023 __COMPANY__ Corp Earnings Call', 'Q4 2024 __COMPANY__ Corp Earnings Call']"
140,68,140_management announces_asset management_asset_management,"['management announces', 'asset management', 'asset', 'management', 'risk rating', 'announces risk', 'funds asset', 'etf asset', 'etf', 'management launches']","['__TICKER__ Asset Management Inc. announces risk rating changes for certain __TICKER__ Mutual Funds', '__TICKER__ Asset Management Inc. Announces Risk Rating Changes for Certain __TICKER__ Mutual Funds', '__TICKER__ Asset Management Inc. Announces Risk Rating Change']"
141,68,141_canada_bank canada_deficit_canada economy,"['canada', 'bank canada', 'deficit', 'canada economy', 'canada inflation', 'trade deficit', 'canada retail', 'sales', 'retail sales', 'manufacturing']","[""Canada's International Merchandise Trade Deficit Lower Than Expected in October"", ""Canada's Merchandise Trade Deficit With the World Narrowed, And Trade Surplus With the U.S. Widened In July"", 'Canada Merchandise Trade Deficit With the World Expands in June, Trade Surplus With U.S. Widens']"
142,67,142_etfs_etf_experiences big_cash like,"['etfs', 'etf', 'experiences big', 'cash like', 'like etfs', 'experiences', 'active', 'outflow', 'big outflow', 'etf experiences']","['Appeal for Cash-Like ETFs Returns With Fed Rate Hike Bets', 'Dimensional US Core Equity 2 ETF Experiences Big Outflow', 'Invesco KBW Bank ETF Experiences Big Outflow']"
143,67,143_joins_advisor_financial advisor_team joins,"['joins', 'advisor', 'financial advisor', 'team joins', 'joins private', 'advisor team', 'private wealth', 'team', 'joins financial', 'york city']","['Six-person advisor team joins __TICKER__ Private Wealth Management in Indianapolis, IN', '$1.8 Billion Advisor Team Joins __TICKER__ Private Wealth Management in Texas', 'Six-Person Advisor Team Joins __TICKER__ in New York City']"
144,66,144_announce_announce quarter_quarter_results,"['announce', 'announce quarter', 'quarter', 'results', 'announce second', 'quarter results', 'report quarter', 'financial results', 'announce fourth', 'fourth quarter']","['__COMPANY__ to Report Third Quarter 2025 Financial Results and Host Investor Conference Call on October 15', '__COMPANY__ to announce third quarter results on August 24, 2022', '__COMPANY__ to Report Fourth Quarter 2025 Financial Results and Host Investor Conference Call on January 14']"
145,66,145_hydrogen stocks_hydrogen_ev stocks_ev,"['hydrogen stocks', 'hydrogen', 'ev stocks', 'ev', 'energy stocks', 'energy', 'oil stocks', 'stocks buy', 'battery stocks', 'green energy']","['The 3 Best EV Stocks to Buy in July 2024', 'The 3 Best Hydrogen Stocks to Buy in August', 'The 3 Best Hydrogen Stocks to Buy for the Green Energy Revolution']"
146,66,146_ftse_100 live_ftse 100_live,"['ftse', '100 live', 'ftse 100', 'live', '100', 'live ftse', 'live stocks', 'live markets', 'ftse european', 'european stocks']","['FTSE 100 LIVE: European stocks mixed with UK investment summit in focus', 'FTSE 100 LIVE: Stocks mixed as traders await US Federal Reserve interest rate decision', 'FTSE 100 LIVE: European stocks mixed as China cuts key interest rate']"
147,65,147_honored_honored entrepreneurship_entrepreneurship_builders innovators,"['honored', 'honored entrepreneurship', 'entrepreneurship', 'builders innovators', 'exceptional entrepreneurs', 'innovators summit', 'exceptional', 'builders', 'innovators', 'entrepreneurs']","['Splash Honored by __COMPANY__ for Entrepreneurship', 'Flywire Honored by __COMPANY__ for Entrepreneurship', 'Aware Honored by __COMPANY__ for Entrepreneurship']"
148,65,148_black_chase commits_women_commits,"['black', 'chase commits', 'women', 'commits', 'program', 'entrepreneurs', 'black latina', 'hbcu', 'latino', 'latina']","['__COMPANY__ Chase Commits $5 Million to Support Black and Latina Street Vendors in Los Angeles', '__COMPANY__ Chase Commits $30 Million to Help Close Wealth Gaps for Black and Latina Women', '__COMPANY__ Chase Commits $5 Million to Black and Latina Street Vendors']"
149,64,149_china tech_china_tech_crackdown,"['china tech', 'china', 'tech', 'crackdown', 'tech rout', 'rout', 'beijing', 'huawei', 'rout deepens', 'world biggest']","['China’s Tech Rout Deepens Amid Lockdown, Geopolitical Worries', 'China Tech Rout Deepens to $1.5 Trillion as Didi Emboldens Bears', 'China’s Tech Crackdown Is Cooling Hong Kong’s IPO Market']"
150,64,150_comments euro_euro_comments_zloty,"['comments euro', 'euro', 'comments', 'zloty', 'poland zloty', 'republic koruna', 'koruna', 'czech republic', 'czech', 'poland']","[""__TICKER__ Comments on Euro, Hungary's Forint, Poland's Zloty, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Poland's Zloty, Hungary's Forint, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Hungary's Forint, Poland's Zloty, Czech Republic's Koruna""]"
151,64,151_ufg_mitsubishi ufg_mitsubishi_says mitsubishi,"['ufg', 'mitsubishi ufg', 'mitsubishi', 'says mitsubishi', 'ufg mitsubishi', 'ufg comments', 'yen', 'comments', 'ufg says', 'bank japan']","[""Mitsubishi UFG Comments on Sterling Ahead of Bank of England's Thursday Policy Decision"", ""Mitsubishi UFG Comments on Australian Dollar After The Central Bank's Policy Decision"", 'Mitsubishi UFG Comments on Canada Dollar']"
152,64,152_sees_2026 sees_predicts_sees amp,"['sees', '2026 sees', 'predicts', 'sees amp', '2026', 'wall worry', 'outlook', 'asset wealth', 'outlook 2023', 'year end']","['__COMPANY__ sees S&amp;P 500 reaching 7,500 in 2026 — or surging past 8,000 if the Fed keeps cutting rates', '__COMPANY__ Reaffirms Overweight Rating on Primo Brands (PRMB) as 2026 Outlook Predicts Recovery for Beverage, Personal Care Sectors', '__COMPANY__ sees S&amp;P 500 clocking double-digit gain in 2026 as AI boosts profits, tax refunds lift spending']"
153,64,153_rate cut_recession_fed rate_rate,"['rate cut', 'recession', 'fed rate', 'rate', 'cut', 'cuts', 'fed', 'probability', 'odds', 'forecast']","['__COMPANY__ pulls forward forecast for next Fed rate cut to September', '__COMPANY__ resets Fed interest rate cut forecast ahead of FOMC meeting', '__COMPANY__ Pulls Forward Fed Rate-Cut Forecast to September']"
154,64,154_using options_yieldboost_option trade_options,"['using options', 'yieldboost', 'option trade', 'options', 'using', 'options yieldboost', 'yieldboost using', 'option', 'options buy', 'trade']","['YieldBoost __TICKER__ To 4.9% Using Options', 'How To YieldBoost __TICKER__ To 6.7% Using Options', 'How To YieldBoost __TICKER__ To 4.2% Using Options']"
155,63,155_alibaba_alibaba stock_tencent_alibaba tencent,"['alibaba', 'alibaba stock', 'tencent', 'alibaba tencent', 'buys alibaba', 'commerce', 'china', 'charlie munger', 'munger', 'baidu']","['Why Alibaba Stock Crashed 5.5% Today', 'Buy And Hold Alibaba Stock for the Long-Term', 'Alibaba Stock Is Still an Investable Bottom']"
156,63,156_rupee_record low_indian rupee_rbi,"['rupee', 'record low', 'indian rupee', 'rbi', 'indian', 'rupee ends', 'low', 'rupee slips', 'inflows', 'india']","['RBI Intervention Seen Averting Record Low for Rupee Before G-20', 'Indian rupee, bond traders to take cues from RBI monetary policy decision', 'Indian rupee, government bonds to track RBI decision']"
157,63,157_outage_unable_customers_credit score,"['outage', 'unable', 'customers', 'credit score', 'customers unable', 'struggles', 'lines credit', 'problem', 'lines', 'personal']","['__COMPANY__ customers ‘still unable to make payments’ as mass bank outage continues', '__COMPANY__ outage leaves customers unable to feed newborn babies', '__COMPANY__ outage leaves customers unable to spend on card']"
158,62,158_stock earnings_eps_beats_eps beats,"['stock earnings', 'eps', 'beats', 'eps beats', 'beats eps', '2024 stock', 'beats revenue', 'beats expectations', 'reported results', 'earnings beats']","['__TICKER__ Stock Earnings: __TICKER__ Gr Beats EPS, Beats Revenue for Q1 2024', '__TICKER__ Stock Earnings: __COMPANY__ Gr Beats EPS, Beats Revenue for Q1 2024', '__TICKER__ Stock Earnings: __COMPANY__ Beats EPS, Beats Revenue for Q1 2024']"
159,62,159_award_awards_wins_markets choice,"['award', 'awards', 'wins', 'markets choice', 'award winners', 'winners', 'innovation', 'celent', 'recognized', 'risk platform']","['__COMPANY__ Americas wins four 2024 Markets Choice Women in Finance Awards', '__COMPANY__ Americas Named 2021 Recipient of Markets Choice Award for Diversity, Inclusion & Belonging', '__COMPANY__ ’s Portfolio Risk Platform Wins Celent Model Wealth Manager 2023 Award for Data &amp; Analytics']"
160,62,160_sees_sees amp_2026_500 year,"['sees', 'sees amp', '2026', '500 year', 'year end', 'end', 'end 2026', '500', 'end target', 'lifts amp']","[""__TICKER__ sees S&amp;P 500 hitting 7,500 by end of 2026 with 'more to come' in the AI trade"", '__TICKER__ lifts S&amp;P 500 year-end target to 6,400 on AI boom, easing policy uncertainty', '__TICKER__ sees S&amp;P 500 hitting 7,500 by year-end 2026, fueled by AI and strong corporate profits']"
161,61,161_expect_preview_earnings preview_preview expect,"['expect', 'preview', 'earnings preview', 'preview expect', 'quarterly earnings', 'need know', 'earnings report', 'earnings release', 'report', 'know ahead']","['__COMPANY__ ’ Quarterly Earnings Preview: What You Need to Know', '__COMPANY__ Group Earnings Preview: What to Expect', '__COMPANY__ Earnings Preview: What to Expect']"
162,61,162_launches_solution_launches new_clients,"['launches', 'solution', 'launches new', 'clients', 'payment', 'platform', 'payments', 'cashpro', 'introduces', 'expands']","['__COMPANY__ Launches New Data Platform for the Buy-Side', '__COMPANY__ ® Launches New Sustainable Time Deposit Solution to Support U.S. Institutional Clients', '__COMPANY__ Launches New U.S. Deposit Sweep Solution for Institutional Clients']"
163,61,163_stock reports_research reports_analyst reports_reports,"['stock reports', 'research reports', 'analyst reports', 'reports', 'research', 'amp', 'reports nvidia', 'reports chase', 'reports apple', 'analyst']","['Top Research Reports for NVIDIA, Netflix &amp; Merck', 'Top Research Reports for __COMPANY__ Chase, Netflix &amp; AbbVie', 'Top Research Reports for NVIDIA, Netflix &amp; __COMPANY__']"
164,60,164_gold_project_meters_metals,"['gold', 'project', 'meters', 'metals', 'metres', 'gold project', 'drilling', 'copper', 'high grade', 'exploration']","['Osisko Development Intercepts 57.29 g/t Gold Over 3.05 Meters, 625.95 g/t Gold Over 0.5 Meters and 15.26 g/t Gold Over 4.4 Meters in Lowhee Infill Drilling at Cariboo Gold Project', 'White Gold Corp. Files Technical Report Demonstrating Significant 44% Increase in Indicated Resources to 1,732,300 oz Gold (35.2 million tonnes grading 1.53 g/t) and 13.4% Increase in Inferred Resources to 1,265,900 oz Gold (32.2 million tonnes grading 1.22 g/t) at its Flagship White Gold Project, Yukon, Canada', 'White Gold Corp. Announces 44% Increase in Indicated Resources to 1,732,300 oz Gold and 13.4% Increase in Inferred Resources to 1,265,900 oz Gold at its Flagship White Gold Project, Yukon, Canada']"
165,59,165_stocks moving_moving today_moving_stock movers,"['stocks moving', 'moving today', 'moving', 'stock movers', 'movers', 'today', 'cap stock', 'lead market', 'today nvidia', 'movers 10']","['These Stocks Are Moving the Most Today: Credit Suisse, __TICKER__ , First Republic, and More', 'These Stocks Are Moving the Most Today: __COMPANY__ , __COMPANY__ , J&amp;J, Netflix, and More', 'These Stocks Are Moving the Most Today: __COMPANY__ , __COMPANY__ , __COMPANY__ , Tesla, Apple, and More']"
166,59,166_earnings season_season_positively_season earnings,"['earnings season', 'season', 'positively', 'season earnings', 'season kicks', 'closer look', 'q3 earnings', 'kicks', 'earnings', 'season gets']","['The Q3 Earnings Season Kicks Off Positively', 'The Q2 Earnings Season Kicks Off', 'What Will the Q3 Earnings Season Show?']"
167,59,167_best momentum_momentum stocks_income stocks_momentum,"['best momentum', 'momentum stocks', 'income stocks', 'momentum', 'best income', 'stocks buy', 'best', 'ranked income', 'ranked', 'buy april']","['Best Momentum Stocks to Buy for July 14th', 'Best Momentum Stocks to Buy for April 4th', 'How to Buy the Best Momentum Stocks Now']"
168,59,168_bullish bearish_street bullish_bearish_bullish,"['bullish bearish', 'street bullish', 'bearish', 'bullish', 'stock wall', 'bearish wall', 'outlook wall', 'stock outlook', 'wall street', 'wall']","['Broadcom Stock: Is Wall Street Bullish or Bearish?', 'M&amp;T Bank Stock Outlook: Is Wall Street Bullish or Bearish?', '__COMPANY__ Stock: Is Wall Street Bullish or Bearish?']"
169,58,169_valuation_assessing_look_look valuation,"['valuation', 'assessing', 'look', 'look valuation', 'share price', 'recent share', 'assessing valuation', 'valuation following', 'fresh look', 'valuation recent']","['A Fresh Look at __TICKER__ ( __TICKER__ ) Valuation After Recent Share Price Gains', 'Assessing __COMPANY__ __TICKER__ Valuation After Recent Share Price Gains', 'Assessing __COMPANY__ __TICKER__ Valuation After Recent Share Price Momentum']"
170,58,170_mutual funds_mutual_funds_returns mutual,"['mutual funds', 'mutual', 'funds', 'returns mutual', 'returns', 'ranked mutual', 'mellon mutual', 'funds buy', 'buy mutual', 'portfolio mutual']","['3 __COMPANY__ Mellon Mutual Funds for Steady Returns', '3 __COMPANY__ Mutual Funds to Buy Today', '3 __COMPANY__ Mutual Funds You Must Buy Today']"
171,57,171_know_know chase_amp stock_gains know,"['know', 'know chase', 'amp stock', 'gains know', 'market gains', 'chase amp', 'investors heavily', 'heavily search', 'know know', 'stock moves']","['__TICKER__ __TICKER__ Stock Sinks As Market Gains: What You Should Know', '__COMPANY__ __TICKER__ Stock Sinks As Market Gains: What You Should Know', '__COMPANY__ Chase &amp; Co. __TICKER__ Stock Sinks As Market Gains: What You Should Know']"
172,57,172_price target_target raised_raised_target,"['price target', 'target raised', 'raised', 'target', 'price', 'stock price', 'raises price', 'raises', 'evercore isi', 'isi']","['__COMPANY__ stock price target raised to $782 by __COMPANY__ on strong M&amp;A', 'Trane Technologies stock price target raised to $407 by __COMPANY__', '__COMPANY__ price target raised to $95 from $90 at __COMPANY__']"
173,55,173_asian stocks_asian_asia_asia stocks,"['asian stocks', 'asian', 'asia', 'asia stocks', 'asia markets', 'continues asian', 'markets wrap', 'asia shares', 'wrap', 'stocks drop']","['Asian Stocks Edge Higher in Thin Holiday Trading: Markets Wrap', 'Asian Stocks Drop After US Selloff, Dollar Steady: Markets Wrap', 'Asian Stocks Up, but Inflation Concerns Remain']"
174,55,174_quarter amp_quarter_earnings snapshot_snapshot,"['quarter amp', 'quarter', 'earnings snapshot', 'snapshot', 'year results', 'earnings fourth', 'remix', 'quarter half', 'second quarter', 'earnings solid']","['__COMPANY__ : Fourth quarter &amp; 2024 full year results', '__COMPANY__ : Fourth quarter &amp; 2023 full year results', '__COMPANY__ : Fourth quarter &amp; 2022 full year results']"
175,55,175_strategic moves_strategic_moves_significant reduction,"['strategic moves', 'strategic', 'moves', 'significant reduction', 'significant', 'takes center', 'fund strategic', 'center stage', 'reduction', 'sees significant']","[""Bill Nygren's Strategic Moves: Constellation Brands Inc. Takes Center Stage with 1. ..."", ""T Rowe Price Equity Income Fund's Strategic Moves: Amazon.com Inc. Takes Center Stage"", ""Bill Nygren's Strategic Moves: Altria Group Inc. Sees Significant Reduction""]"
176,55,176_recruits_team_recruits billion_advisor,"['recruits', 'team', 'recruits billion', 'advisor', 'advisor team', 'merrill', 'merrill lynch', 'hires', 'recruits advisor', 'team recruits']","['__COMPANY__ Recruits $1 Billion Merrill Lynch Financial Advisor Team', '__COMPANY__ Recruits $6.3 Billion Team From __TICKER__', '__COMPANY__ Recruits $1.6 Billion Advisor Team From __TICKER__']"
177,54,177_brainer stocks_brainer_buy right_stocks buy,"['brainer stocks', 'brainer', 'buy right', 'stocks buy', 'right', 'right brainer', 'cheap stocks', 'defensive stocks', 'value stocks', 'buy']","['3 No-Brainer Stocks to Buy With $500 Right Now', '3 No-Brainer Stocks to Buy Right Now for Less than $100', '3 No-Brainer Stocks to Buy Right Now for Less Than $100']"
178,54,178_probe_probes_investigation_block,"['probe', 'probes', 'investigation', 'block', 'frankfurt', 'block trade', 'frankfurt offices', 'sped', 'corporate culture', 'regulator']","[""UPDATE 4- __COMPANY__ 's corporate culture to blame for serial system failures, probe finds"", ""__COMPANY__ 's corporate culture to blame for serial system failures, probe finds"", ""__COMPANY__ 's role in Archegos collapse sped up block trade probes""]"
179,54,179_past years_years_past_years investors,"['past years', 'years', 'past', 'years investors', 'ago', 'seen', 'ago investors', 'investors seen', 'returns', 'years ago']","['__COMPANY__ ( __TICKER__ ) shareholders have endured a 24% loss from investing in the stock five years ago', '__COMPANY__ ( __TICKER__ ) shareholders have endured a 14% loss from investing in the stock five years ago', '__COMPANY__ ( __TICKER__ ) shareholders have endured a 13% loss from investing in the stock five years ago']"
180,53,180_job cuts_job_ib_jobs,"['job cuts', 'job', 'ib', 'jobs', 'know latest', 'jobs ib', 'latest job', 'layoffs', 'cuts', 'workforce']","['__TICKER__ Layoffs 2023: What to Know About the Latest __TICKER__ Job Cuts', '__TICKER__ Layoffs 2024: What to Know About the Latest __TICKER__ Job Cuts', '__COMPANY__ Layoffs 2024: What to Know About the Latest __TICKER__ Job Cuts']"
181,53,181_plc form_form_plc_group plc,"['plc form', 'form', 'plc', 'group plc', 'blue prism', 'prism group', 'form blue', 'prism', 'form charles', 'august form']","['Form 8.3 - Blue Prism Group plc', 'FORM 8.3 – BLUE PRISM GROUP PLC', 'Form 8.3 -BLUE PRISM GROUP PLC']"
182,53,182_research_consolidated_new research_drivers growth,"['research', 'consolidated', 'new research', 'drivers growth', 'key drivers', 'analysis', 'renewed outlook', '2018', 'fundamental analysis', 'drivers']","['Consolidated Research: 2018 Summary Expectations for At Home Group, __COMPANY__ , Curis, Novavax, HNI, and Freshpet — Fundamental Analysis, Key Performance Indications', 'Consolidated Research: 2018 Summary Expectations for Humana, DexCom, Royal Dutch Shell, First Connecticut, __COMPANY__ , and Equifax — Fundamental Analysis, Key Performance Indications', 'New Research: Key Drivers of Growth for __COMPANY__ , Snap Inc, AT&T, Facebook, Alphabet, and IBM - A Look Behind the Scenes at Consolidated Results, Factors of Influence, Major Initiatives and Sustained Production']"
183,53,183_publishes_group reports_annual report_bank group,"['publishes', 'group reports', 'annual report', 'bank group', 'completed', 'results bank', 'annual', 'process completed', 'publishes agenda', 'srep process']","['__TICKER__ Bank Group Reports First Quarter 2023 Results', '__TICKER__ Bank Group Reports First Quarter 2025 Results', '__TICKER__ Bank Group Reports Third Quarter 2025 Results']"
